key,author,date,stars,title,helpful_yes,helpful_no,text
15_bj,ttarrant4,2018-10-22,5,My new favorite,0,0,"I’m not even a particularly big coffee fan, but this flavor is AWESOME. I hope it sticks around. It’s easily in my top 3 all time favorites, and I think it would be a smart move to keep it given the ever-rising popularity of cold brew coffee."
15_bj,Sam10,2019-02-18,1,Sadly disappointed,0,0,"I decided to try a new flavor because the idea sounded good, but it did not meet expectations of Ben & Jerry’s! The actual coffee flavored ice cream is good, but the truffles taste gross. Was this even taste tested before distribution??"
15_bj,JavaJunkieJen,2019-03-04,5,Great authentic coffee flavor,0,0,"This is by far my favorite! I love the delicious, true coffee flavor and the truffles are to die for. As a bona fide coffee junkie, I heartily recommend this ice cream! Now if only I could get it in a larger quantity than a pint..."
15_bj,Mammakarma,2019-04-28,5,Chillin' In All The Right Ways!,0,0,"This is my new favorite. I was a huge White Russian fan and this is now my Treat Night go to. The coffee flavor is smooth and mellow, a slight bit of liquor and the textures of dark chocolate, this all dances on the tongue. I smile!"
15_bj,bjlover,2018-07-04,5,Bold & Creamy with Delicate Truffles,0,0,"Delish! Bold coffee flavor balanced with creamy texture and melt in your mouth truffles, love it! I'm in Starbucks country where us Seattleites like our coffee treats strong so this hits the spot. Pleeeease make a non-dairy version"
15_bj,Lizpaddle,2019-06-12,5,Coffee and crispy chocolate YUM,0,0,We just found the Chillin the Roast Truffles this week. The coffee flavor is rich and creamy. The chocolate cookie-covered coffee liqueur truffles are flavor packed and delicious. And swirls of fudge all through. We love it!
15_bj,Coffee1stNameIceCream2nd,2019-03-15,2,Good Idea...but execution not so much,0,0,I wanted to like this so much. If you only had the ice cream and more fudge swirl I think this would be better. Thise coffee liqueur cookie truffles ruined the ice cream. And the fudge swirl was almost non-existent in my pint.
15_bj,Cece123,2018-12-13,2,Interesting...,0,1,"The ice cream itself was okay for coffee lovers. The truffles were really yucky though, and I like coffee liqueur. Something just didn't taste right. And then the fudge swirls weren't good either! I could only have a few bites"
15_bj,Chery,2019-03-22,5,Mouth watering truffles,0,0,Excited to find this new coffee flavor. Each bite was better than the last. The truffles were an extra bonus of thick chocolate and a creamy center. So delicious I will be requesting it to be stocked in my home town market.
15_bj,Ducky,2018-05-03,1,So bad,0,0,Picjed this up when store didnt have brewed to matter. Super disapointed. Coffee flavor was okay. The rum and truffles was horrible. Rum was overpowering and super gross I had to toss this. Bring backmdublin mudslide.
15_bj,chris617,2018-06-09,5,Incredible,0,0,I don’t understand all the negative reviews regarding the truffles tasting alcoholic. It says on the label that it contains liqueur! And boy does it deliver! I mean who could say no to caffeine and alcohol in an ice cream?
15_bj,Chai,2018-08-12,5,I'm in love,0,0,As someone who drinks alot of coffee this is amazing. it's sweet enough to counter balance the cold brew but the flavors still taste the coffee. The cookie bite help make it the go to I'm having a bad day.
15_bj,JJCA,2018-06-12,1,Don’t waste your time,0,1,The coffee ice cream in this flavor is so so but the truffles have a distinctly awful flavor. I ended up trying to pick around them and then just throwing it out. Definitely would never buy this again
15_bj,Bedie,2018-05-18,1,Not good,0,0,"This is just not good. For the first time ever, I ate a few bites and threw the rest away. The coffee ice cream itself is ok, but not with the combination of other flavors in there. I'm disappointed."
15_bj,Bobcrl76,2019-01-24,5,Delicious!,0,0,"You guys still havent brought back Dublin Mudslide but this is an awfully steong competitor! I’m just having some trouble getting my hands on a second pint here in Brooklyn, NY. Happy scooping!"
15_bj,Coffee Fan,2018-06-25,5,Best coffee flavor ever,0,0,"Ive been eating coffee icecream for almost 40 years. When I was little you could only find it in New England. This is by far my favorite coffee icecream, they nailed it. Hope it sticks around."
15_bj,AdopElliwasuas,2018-04-13,5,"I've never had a favorite ice cream, until now!",0,0,"From the first bite of Chillin' the Roast Truffles, my World was changed. 36 years and I've never come close to having a favorite Ice Cream. Bravo, Ben & Jerry, this flavour is a triumph!"
15_bj,Nicole23,2019-04-05,1,Horrible,0,0,I normally love your ice cream but this was a huge disappointment. Super bitter tasting and the feeling of coffee grounds with every bite. The flavor of the truffles were extremely strong.
15_bj,lemmingade,2020-01-03,5,So Good!,0,0,"I am so sad that this is clearanced aty local grocery storeI find it really delicious, with a strong coffee liqueur flavor that is not overshadowed by the sweet richness of the chocoate."
15_bj,SaraJoe9682,2018-12-22,5,Best ice cream ever,0,0,"This nice cream is my ultimate favorite. Its absolutely amazing. The cold brew ice cream hits the spot every time, and biting into a coffee liquor truffle is just divine. I am addicted."
15_bj,Ahall427,2019-01-23,1,I had to throw it out,0,0,"I had to throw it out, Which is very sad because I love Ben & Jerry’s and this is the first flavor that I just could not stomach. The coffee Lacore is just too much it’s offputting"
15_bj,Gramma,2018-05-22,5,Coffee lover!!!!,0,1,"Love this stuff! After a competitor stopped making my favorite ice cream, I found this and I'm so glad I did! It's now my favorite ice cream. Don't ever stop making this...YUM!!!!"
15_bj,shadyladybug,2018-05-02,1,Tossed it in the trash!,0,0,"My husband is an ice cream lover, he will eat almost any flavor, even if he isn't crazy about it. He tossed this in the trash because it's just that awful! I hated it too."
15_bj,Nicolle,2020-02-07,5,Best Flavor,0,0,Next to the sadly retired Wavy Gravy ( I am still sad) Chillin the Roast may be my favorite! I am frustrated however because I am finding it difficult to locate in stores.
15_bj,Catef,2018-06-13,5,so good,0,0,this is the first coffee ice cream i've had that astes like actual coffee was so excited when i saw it and definitely lived up to my expectations!!! my new favorite!!!
15_bj,allybeezer,2020-08-27,5,My favorite flavor of ice cream EVER,0,0,I always need some in the freezer! I’m sad that none of my grocery stores sell it anymore though. I can’t find it anywhere. :’( Still the ice cream love of my life!
15_bj,LittleAngel,2018-09-14,5,The ONLY coffee ice cream I truly enjoy,0,0,"I love coffee but everytime I tried coffee flavored ice cream, I've always been disappointed. Until NOW! Thank you Ben and Jerry's for this awesome new flavor!!"
15_bj,ACRV,2020-01-27,5,FOR COFFEE LOVERS ONLY,0,0,i cant find this flavor anywhere!! i think its because not many people like it but i love it! its for true coffee lovers only! PLEASE PUT IT BACK IN STORES!!!!
15_bj,Soundchicmic,2019-09-01,5,Truffletastic!,0,0,This has quickly taken over as my favorite B&J ice cream flavor! I freakin love it! The only thing that could make it better is more truffles! Omg SO GOOD!
15_bj,CoffeeLover123456789,2018-06-24,5,Amazon flavor,0,0,Great coffee flavor that is complimented by the coffee liqueur truffles. Has that beautiful chocolate flavor but the coffee is not overpowered by sweetness
15_bj,KrisR,2019-08-04,1,deeply disappointed,0,0,"It kind of tastes like Baileys, but gross. I’ve never been disappointed by Ben or Jerry until tonight. Still love them, but my heart and stomach hurt."
15_bj,deez,2018-06-23,4,it's alright.,0,0,"The coffee bits are so concentrated, it tastes like alcohol. But if you add chocolate syrup, it balances it out enough for me to where I can enjoy it."
15_bj,Motleyangel,2019-02-24,2,Great coffee flavor but too much liquor flavor,0,0,Love the coffee ice cream but the truffle chunks taste like straight up alcohol.... it put a damper on what could’ve been an amazing ice cream.
15_bj,Purpleflyy,2020-02-05,5,My favorite!,0,0,I bought this many times and it is one of my favorite flavors they have come out with. I have been so disappointed I cant find it any more!
15_bj,Megleg,2019-11-25,2,"Ice cream yes, truffles no",0,1,I have never met a B&J flavor I didn’t like. Until now. The truffles ruined it for me - a nasty burst of bitter. So disappointed. :(
15_bj,AJ105,2018-05-19,2,Not as good as other coffee flavors,0,0,Coffee base tastes kind of watered down. Truffles are overpowering and not very tasty in comparison. First pint I failed to finish.
15_bj,Mjp9898,2018-03-20,3,It's likeable,0,1,"I love the cold brew ice cream because I love coffee grinds. But I did not care for the truffles, they are extremely overpowering."
